author;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;underground;residential_complex
ФСК;https://spb.cian.ru/sale/flat/285920423/;Санкт-Петербург;sale;flat;6;10;2;56.27;7016587;Пушкинский;;Шушары;Ап-квартал Новый Московский ЖК
Лидер Групп;https://spb.cian.ru/sale/flat/286951042/;Санкт-Петербург;sale;flat;2;12;2;54.37;7068100;Пушкинский;Жилой Аэросити 4 кв-л;Купчино;Аэросити 4
Лидер Групп;https://spb.cian.ru/sale/flat/286947894/;Санкт-Петербург;sale;flat;2;12;2;52.3;7060500;Пушкинский;;Купчино;Аэросити 5 ЖК
Стоун;https://spb.cian.ru/sale/flat/292709636/;Санкт-Петербург;sale;flat;5;11;2;62.4;7148600;Пушкинский;Московское шоссе;Шушары;Полет
Стоун;https://spb.cian.ru/sale/flat/292708942/;Санкт-Петербург;sale;flat;10;11;2;67.44;7116200;Пушкинский;;Шушары;Полет ЖК
Самолет;https://spb.cian.ru/sale/flat/284754884/;Санкт-Петербург;sale;flat;2;9;2;40.56;7146682;Курортный;;Проспект Просвещения;Курортный квартал ЖК
Лидер Групп;https://spb.cian.ru/sale/flat/286951564/;Санкт-Петербург;sale;flat;2;12;2;55.53;7107840;Пушкинский;;Купчино;Аэросити Клаб ЖК
Стоун;https://spb.cian.ru/sale/flat/292709655/;Санкт-Петербург;sale;flat;6;11;2;62.6;7171400;Пушкинский;Московское шоссе;Шушары;Полет
Стоун;https://spb.cian.ru/sale/flat/292709454/;Санкт-Петербург;sale;flat;1;5;2;62.7;7245500;Пушкинский;Московское шоссе;Шушары;Полет
Стоун;https://spb.cian.ru/sale/flat/292709027/;Санкт-Петербург;sale;flat;5;11;2;68.09;7184450;Пушкинский;;Шушары;Полет ЖК
ГлавстройСПб;https://spb.cian.ru/sale/flat/284966182/;Санкт-Петербург;sale;flat;1;15;2;38.88;7217295;Выборгский;Федора Абрамова;Проспект Просвещения;Северная долина
ID 15634643;https://spb.cian.ru/sale/flat/290925004/;Санкт-Петербург;sale;flat;9;9;2;46.0;7200000;Приморский;Юнтолово;Комендантский проспект;
Лидер Групп;https://spb.cian.ru/sale/flat/286950927/;Санкт-Петербург;sale;flat;12;12;2;53.23;7186050;Пушкинский;Жилой Аэросити 4 кв-л;Купчино;Аэросити 4
АРИН;https://spb.cian.ru/sale/flat/288654816/;Санкт-Петербург;sale;flat;5;5;2;42.7;7200000;Кировский;Маршала Говорова;Кировский завод;
ЦДС;https://spb.cian.ru/sale/flat/292528172/;Санкт-Петербург;sale;flat;1;24;2;37.1;7253413;Невский;Русановская;Обухово;ЦДС Приневский
Стоун;https://spb.cian.ru/sale/flat/292709654/;Санкт-Петербург;sale;flat;2;11;2;63.7;7296800;Пушкинский;Московское шоссе;Шушары;Полет
Самолет;https://spb.cian.ru/sale/flat/288563560/;Санкт-Петербург;sale;flat;1;8;2;45.1;7280448;Курортный;;Проспект Просвещения;Курортный квартал ЖК
Лидер Групп;https://spb.cian.ru/sale/flat/286948582/;Санкт-Петербург;sale;flat;2;12;2;54.01;7291350;Пушкинский;;Купчино;Аэросити 5 ЖК
ГлавстройСПб;https://spb.cian.ru/sale/flat/274180833/;Санкт-Петербург;sale;flat;1;15;2;34.86;7262558;Выборгский;Федора Абрамова;Проспект Просвещения;Северная долина
ЦДС;https://spb.cian.ru/sale/flat/292525462/;Санкт-Петербург;sale;flat;2;17;2;39.11;7344371;Приморский;Коломяги;Комендантский проспект;ЦДС Дримлайн ЖК
ЦДС;https://spb.cian.ru/sale/flat/292528153/;Санкт-Петербург;sale;flat;1;24;2;37.5;7347719;Невский;Русановская;Обухово;ЦДС Приневский
ГлавстройСПб;https://spb.cian.ru/sale/flat/292053256/;Санкт-Петербург;sale;flat;20;25;2;38.76;7336784;Выборгский;Заречная;Проспект Просвещения;Северная долина
Лидер Групп;https://spb.cian.ru/sale/flat/286951072/;Санкт-Петербург;sale;flat;4;12;2;56.36;7326800;Пушкинский;Жилой Аэросити 4 кв-л;Купчино;Аэросити 4
Стоун;https://spb.cian.ru/sale/flat/292753427/;Санкт-Петербург;sale;flat;4;11;2;65.2;7337400;Пушкинский;Московское шоссе;Шушары;Полет
ФСК;https://spb.cian.ru/sale/flat/285920720/;Санкт-Петербург;sale;flat;9;10;2;58.9;7344535;Пушкинский;;Шушары;Ап-квартал Новый Московский ЖК
Лидер Групп;https://spb.cian.ru/sale/flat/286951809/;Санкт-Петербург;sale;flat;2;12;2;57.37;7343360;Пушкинский;;Купчино;Аэросити Клаб ЖК
ЦДС;https://spb.cian.ru/sale/flat/292525637/;Санкт-Петербург;sale;flat;2;17;2;39.74;7413643;Приморский;Коломяги;Комендантский проспект;ЦДС Дримлайн ЖК
ЛСР. Недвижимость;https://spb.cian.ru/sale/flat/268038786/;Санкт-Петербург;sale;flat;1;21;2;43.33;7405097;Красногвардейский;Полюстрово;Политехническая;Ручьи ЖК
ЦДС;https://spb.cian.ru/sale/flat/292527836/;Санкт-Петербург;sale;flat;13;15;2;47.14;7449092;Выборгский;Пригородный тер.;Озерки;Parkolovo
Самолет;https://spb.cian.ru/sale/flat/292207889/;Санкт-Петербург;sale;flat;3;11;2;53.6;7375730;Колпинский;;Рыбацкое;Новое Колпино ЖК
Самолет;https://spb.cian.ru/sale/flat/288776882/;Санкт-Петербург;sale;flat;9;11;2;49.05;7380335;Колпинский;;Рыбацкое;Новое Колпино ЖК
Самолет;https://spb.cian.ru/sale/flat/285014679/;Санкт-Петербург;sale;flat;10;11;2;49.57;7373217;Колпинский;;Рыбацкое;Новое Колпино ЖК
Стоун;https://spb.cian.ru/sale/flat/292709664/;Санкт-Петербург;sale;flat;9;11;2;65.8;7404600;Пушкинский;Московское шоссе;Шушары;Полет
Стоун;https://spb.cian.ru/sale/flat/292709440/;Санкт-Петербург;sale;flat;2;11;2;70.17;7402850;Пушкинский;;Шушары;Полет ЖК
ФСК;https://spb.cian.ru/sale/flat/285920353/;Санкт-Петербург;sale;flat;2;10;2;59.66;7388592;Пушкинский;;Шушары;Ап-квартал Новый Московский ЖК
Группа Эталон;https://spb.cian.ru/sale/flat/292939974/;Санкт-Петербург;sale;flat;7;12;2;48.8;7399225;Пушкинский;;Звездная;Монография ЖК
ГлавстройСПб;https://spb.cian.ru/sale/flat/292792253/;Санкт-Петербург;sale;flat;7;23;2;41.43;7446629;Приморский;Лахта-Ольгино;Зенит;ПАРК-КВАРТАЛ
ГлавстройСПб;https://spb.cian.ru/sale/flat/292792090/;Санкт-Петербург;sale;flat;3;23;2;44.02;7402756;Приморский;Лахта-Ольгино;Зенит;ПАРК-КВАРТАЛ
Лидер Групп;https://spb.cian.ru/sale/flat/286951267/;Санкт-Петербург;sale;flat;2;12;2;57.14;7428200;Пушкинский;Жилой Аэросити 4 кв-л;Купчино;Аэросити 4
Лидер Групп;https://spb.cian.ru/sale/flat/286951715/;Санкт-Петербург;sale;flat;2;12;2;58.2;7449600;Пушкинский;;Купчино;Аэросити Клаб ЖК
Лидер Групп;https://spb.cian.ru/sale/flat/286948731/;Санкт-Петербург;sale;flat;2;12;2;54.79;7396650;Пушкинский;;Купчино;Аэросити 5 ЖК
Самолет;https://spb.cian.ru/sale/flat/285896029/;Санкт-Петербург;sale;flat;9;11;2;49.05;7465290;Колпинский;;Рыбацкое;Новое Колпино ЖК
Стоун;https://spb.cian.ru/sale/flat/292709280/;Санкт-Петербург;sale;flat;9;11;2;70.69;7457450;Пушкинский;;Шушары;Полет ЖК
Самолет;https://spb.cian.ru/sale/flat/288561350/;Санкт-Петербург;sale;flat;1;8;2;44.8;7450162;Курортный;;Проспект Просвещения;Курортный квартал ЖК
ЦДС;https://spb.cian.ru/sale/flat/292524969/;Санкт-Петербург;sale;flat;2;15;2;41.46;7517127;Приморский;Коломяги;Комендантский проспект;ЦДС Дримлайн ЖК
ЦДС;https://spb.cian.ru/sale/flat/292528179/;Санкт-Петербург;sale;flat;2;24;2;34.6;7560526;Невский;Русановская;Ломоносовская;ЦДС Приневский
Самолет;https://spb.cian.ru/sale/flat/290301603/;Санкт-Петербург;sale;flat;10;11;2;49.05;7524395;Колпинский;;Рыбацкое;Новое Колпино ЖК
ЛСР. Недвижимость;https://spb.cian.ru/sale/flat/287240173/;Санкт-Петербург;sale;flat;10;21;2;44.26;7559608;Красногвардейский;Полюстрово;Политехническая;Ручьи ЖК
Этажи Санкт-Петербург;https://spb.cian.ru/sale/flat/292734767/;Санкт-Петербург;sale;flat;5;5;2;42.3;7550000;Невский;Ольги Берггольц;Елизаровская;
ТРЕНД;https://spb.cian.ru/sale/flat/284616777/;Санкт-Петербург;sale;flat;1;5;2;46.0;7500000;Калининский;Замшина;Лесная;
ГлавстройСПб;https://spb.cian.ru/sale/flat/292792192/;Санкт-Петербург;sale;flat;17;23;2;46.93;7578257;Приморский;Лахта-Ольгино;Зенит;ПАРК-КВАРТАЛ
Лидер Групп;https://spb.cian.ru/sale/flat/286950963/;Санкт-Петербург;sale;flat;2;12;2;58.43;7595900;Пушкинский;Жилой Аэросити 4 кв-л;Купчино;Аэросити 4
;https://spb.cian.ru/sale/flat/290822727/;Санкт-Петербург;sale;flat;8;11;2;57.8;7514000;Пушкинский;проспект Старорусский;Звездная;Аэросити
Олеся Гаврилова;https://spb.cian.ru/sale/flat/280755774/;Санкт-Петербург;sale;flat;1;16;2;54.6;7550000;Невский;Рыбацкое;Рыбацкое;
Самолет;https://spb.cian.ru/sale/flat/292614310/;Санкт-Петербург;sale;flat;5;11;2;49.56;7648053;Колпинский;;Рыбацкое;Новое Колпино ЖК
Лидер Групп;https://spb.cian.ru/sale/flat/286951727/;Санкт-Петербург;sale;flat;4;12;2;58.8;7644000;Пушкинский;;Купчино;Аэросити Клаб ЖК
BR Group;https://spb.cian.ru/sale/flat/291751041/;Санкт-Петербург;sale;flat;3;5;2;44.9;7600000;Курортный;Приморское шоссе;Беговая;
Лидер Групп;https://spb.cian.ru/sale/flat/286950728/;Санкт-Петербург;sale;flat;2;12;2;58.67;7627100;Пушкинский;Жилой Аэросити 4 кв-л;Купчино;Аэросити 4
ЛСР. Недвижимость;https://spb.cian.ru/sale/flat/292028746/;Санкт-Петербург;sale;flat;20;21;2;47.53;7699860;Красногвардейский;Полюстрово;Политехническая;Ручьи ЖК
Самолет;https://spb.cian.ru/sale/flat/289252883/;Санкт-Петербург;sale;flat;9;9;2;43.25;7712267;Курортный;;Проспект Просвещения;Курортный квартал ЖК
Этажи Санкт-Петербург;https://spb.cian.ru/sale/flat/291124542/;Санкт-Петербург;sale;flat;5;5;2;42.4;7700000;Московский;Бассейная;Парк Победы;
Лидер Групп;https://spb.cian.ru/sale/flat/286952443/;Санкт-Петербург;sale;flat;2;12;2;60.08;7690240;Пушкинский;;Купчино;Аэросити Клаб ЖК
Самолет Плюс Центр;https://spb.cian.ru/sale/flat/289177217/;Санкт-Петербург;sale;flat;22;22;2;54.5;7700000;Красногвардейский;Чарушинская;;Цветной Город
ФСК;https://spb.cian.ru/sale/flat/291632560/;Санкт-Петербург;sale;flat;4;14;2;54.43;7668969;Невский;Невский;Улица Дыбенко;Зум на Неве ЖК
Колвэй;https://spb.cian.ru/sale/flat/289608370/;Санкт-Петербург;sale;flat;15;25;2;54.4;7650000;Пушкинский;Окуловская;Купчино;Шушары
;https://spb.cian.ru/sale/flat/285297812/;Санкт-Петербург;sale;flat;9;11;2;59.5;7735000;Пушкинский;проспект Старорусский;Звездная;Аэросити
ЦДС;https://spb.cian.ru/sale/flat/292525685/;Санкт-Петербург;sale;flat;6;17;2;41.62;7782001;Приморский;Коломяги;Комендантский проспект;ЦДС Дримлайн ЖК
ЛСР. Недвижимость;https://spb.cian.ru/sale/flat/292028699/;Санкт-Петербург;sale;flat;9;20;2;50.67;7828515;Красногвардейский;Полюстрово;Гражданский проспект;Ручьи ЖК
ЛСР. Недвижимость;https://spb.cian.ru/sale/flat/292101324/;Санкт-Петербург;sale;flat;3;19;2;49.99;7848430;Красногвардейский;Полюстрово;Гражданский проспект;Ручьи ЖК
Самолет;https://spb.cian.ru/sale/flat/292731118/;Санкт-Петербург;sale;flat;11;11;2;53.59;7811987;Колпинский;;Рыбацкое;Новое Колпино ЖК
ФСК;https://spb.cian.ru/sale/flat/285920716/;Санкт-Петербург;sale;flat;9;10;2;52.4;7781138;Пушкинский;;Шушары;Ап-квартал Новый Московский ЖК
ФСК;https://spb.cian.ru/sale/flat/285920613/;Санкт-Петербург;sale;flat;2;10;2;65.79;7756312;Пушкинский;;Шушары;Ап-квартал Новый Московский ЖК
ФСК;https://spb.cian.ru/sale/flat/285920438/;Санкт-Петербург;sale;flat;6;10;2;54.31;7833945;Пушкинский;;Шушары;Ап-квартал Новый Московский ЖК
Петербургское;https://spb.cian.ru/sale/flat/292746813/;Санкт-Петербург;sale;flat;7;9;2;62.1;7800000;Пушкинский;Центральная;Шушары;Дом Хороших квартир
Группа Эталон;https://spb.cian.ru/sale/flat/288378578/;Санкт-Петербург;sale;flat;9;12;2;49.6;7805369;Пушкинский;;Звездная;Монография ЖК
Лидер Групп;https://spb.cian.ru/sale/flat/286950832/;Санкт-Петербург;sale;flat;2;12;2;59.85;7780500;Пушкинский;Жилой Аэросити 4 кв-л;Купчино;Аэросити 4
Лидер Групп;https://spb.cian.ru/sale/flat/286951609/;Санкт-Петербург;sale;flat;2;12;2;61.18;7831040;Пушкинский;;Купчино;Аэросити Клаб ЖК
ФСК;https://spb.cian.ru/sale/flat/285920683/;Санкт-Петербург;sale;flat;6;10;2;65.3;7865058;Пушкинский;;Шушары;Ап-квартал Новый Московский ЖК
ФСК;https://spb.cian.ru/sale/flat/290737543/;Санкт-Петербург;sale;flat;2;17;2;58.05;7875556;Невский;Невский;Улица Дыбенко;Зум на Неве ЖК
Лидер Групп;https://spb.cian.ru/sale/flat/286947757/;Санкт-Петербург;sale;flat;2;12;2;58.3;7870500;Пушкинский;;Купчино;Аэросити 5 ЖК
;https://spb.cian.ru/sale/flat/292413307/;Санкт-Петербург;sale;flat;1;6;2;56.3;7882000;Курортный;Строителей;;Granholm Village
Иммобилье;https://spb.cian.ru/sale/flat/291773681/;Санкт-Петербург;sale;flat;15;27;2;52.1;7890000;Выборгский;Шишкина;Парнас;Северная долина
Лидер Групп;https://spb.cian.ru/sale/flat/286945307/;Санкт-Петербург;sale;flat;2;12;2;52.18;7931360;Пушкинский;;Купчино;Аэросити 3 ЖК
Лидер Групп;https://spb.cian.ru/sale/flat/286945643/;Санкт-Петербург;sale;flat;12;12;2;46.6;7922000;Пушкинский;;Купчино;Аэросити 3 ЖК
Самолет;https://spb.cian.ru/sale/flat/290584338/;Санкт-Петербург;sale;flat;6;8;2;45.8;7997120;Курортный;;Проспект Просвещения;Курортный квартал ЖК
;https://spb.cian.ru/sale/flat/292413351/;Санкт-Петербург;sale;flat;1;6;2;56.5;7910000;Курортный;Строителей;;Granholm Village
ЦДС;https://spb.cian.ru/sale/flat/292526077/;Санкт-Петербург;sale;flat;9;15;2;46.43;8048227;Выборгский;Пригородный тер.;Проспект Просвещения;Parkolovo
Городской департамент недвижимости;https://spb.cian.ru/sale/flat/290137530/;Санкт-Петербург;sale;flat;8;9;2;45.5;8000000;Выборгский;Сосновское;Проспект Просвещения;
Sever Group;https://spb.cian.ru/sale/flat/290152570/;Санкт-Петербург;sale;flat;8;9;2;44.3;8000000;Выборгский;Кустодиева;Проспект Просвещения;
Лидер Групп;https://spb.cian.ru/sale/flat/286945432/;Санкт-Петербург;sale;flat;2;12;2;50.03;8004800;Пушкинский;;Купчино;Аэросити 3 ЖК
Группа Эталон;https://spb.cian.ru/sale/flat/285018671/;Санкт-Петербург;sale;flat;2;12;2;56.7;8118244;Пушкинский;;Звездная;Монография ЖК
Лидер Групп;https://spb.cian.ru/sale/flat/286947694/;Санкт-Петербург;sale;flat;2;12;2;53.1;8071200;Пушкинский;;Купчино;Аэросити 3 ЖК
Лидер Групп;https://spb.cian.ru/sale/flat/286950935/;Санкт-Петербург;sale;flat;2;12;2;62.2;8086000;Пушкинский;Жилой Аэросити 4 кв-л;Купчино;Аэросити 4
ФСК;https://spb.cian.ru/sale/flat/290737540/;Санкт-Петербург;sale;flat;2;17;2;59.12;8104642;Невский;Невский;Улица Дыбенко;Зум на Неве ЖК
Группа Эталон;https://spb.cian.ru/sale/flat/285018679/;Санкт-Петербург;sale;flat;2;12;2;55.3;8068285;Пушкинский;;Звездная;Монография ЖК
Самолет;https://spb.cian.ru/sale/flat/288563592/;Санкт-Петербург;sale;flat;6;8;2;52.5;8244363;Курортный;;Проспект Просвещения;Курортный квартал ЖК
Лидер Групп;https://spb.cian.ru/sale/flat/288647948/;Санкт-Петербург;sale;flat;4;10;2;57.3;8193900;Пушкинский;проспект Старорусский;Купчино;Аэросити Family
ТРЕНД;https://spb.cian.ru/sale/flat/290581179/;Санкт-Петербург;sale;flat;5;5;2;55.0;8240000;Петродворцовый;Ропшинское шоссе;Ленинский проспект;Петергофский Каскад
Лидер Групп;https://spb.cian.ru/sale/flat/286949668/;Санкт-Петербург;sale;flat;9;12;2;51.49;8238400;Пушкинский;проспект Старорусский;Купчино;Аэросити 2
;https://spb.cian.ru/sale/flat/285297807/;Санкт-Петербург;sale;flat;10;11;2;60.8;8208000;Пушкинский;проспект Старорусский;Звездная;Аэросити
ID 26288953;https://spb.cian.ru/sale/flat/290866716/;Санкт-Петербург;sale;flat;8;25;2;62.6;8199000;Выборгский;Тихоокеанская;Проспект Просвещения;в Парголово
ЦДС;https://spb.cian.ru/sale/flat/292526027/;Санкт-Петербург;sale;flat;12;17;2;42.95;8283259;Приморский;Коломяги;Комендантский проспект;ЦДС Дримлайн ЖК
Лидер Групп;https://spb.cian.ru/sale/flat/286946368/;Санкт-Петербург;sale;flat;2;12;2;54.53;8288560;Пушкинский;;Купчино;Аэросити 3 ЖК
Александр Сидоров;https://spb.cian.ru/sale/flat/293027104/;Санкт-Петербург;sale;flat;6;9;2;47.7;8299999;Московский;Звездная;Звездная;
Группа Эталон;https://spb.cian.ru/sale/flat/285018812/;Санкт-Петербург;sale;flat;2;12;2;56.3;8257034;Пушкинский;;Звездная;Монография ЖК
Лидер Групп;https://spb.cian.ru/sale/flat/286946373/;Санкт-Петербург;sale;flat;3;12;2;53.7;8323500;Пушкинский;;Купчино;Аэросити 3 ЖК
Самолет;https://spb.cian.ru/sale/flat/289212817/;Санкт-Петербург;sale;flat;2;8;2;52.1;8395926;Курортный;;Проспект Просвещения;Курортный квартал ЖК
ФСК;https://spb.cian.ru/sale/flat/291632510/;Санкт-Петербург;sale;flat;2;14;2;60.73;8325354;Невский;Невский;Улица Дыбенко;Зум на Неве ЖК
ЦДС;https://spb.cian.ru/sale/flat/292528170/;Санкт-Петербург;sale;flat;20;24;2;39.9;8403114;Невский;Русановская;Обухово;ЦДС Приневский
Лидер Групп;https://spb.cian.ru/sale/flat/286947128/;Санкт-Петербург;sale;flat;2;12;2;55.53;8440560;Пушкинский;;Купчино;Аэросити 3 ЖК
GloraX;https://spb.cian.ru/sale/flat/291702361/;Санкт-Петербург;sale;flat;2;15;2;53.8;8429999;Выборгский;Пригородный тер.;Проспект Просвещения;GloraX Парголово
КВС;https://spb.cian.ru/sale/flat/292309564/;Санкт-Петербург;sale;flat;1;5;2;53.2;8483840;Пушкинский;;Звездная;ЮгТаун ЖК
;https://spb.cian.ru/sale/flat/292031912/;Санкт-Петербург;sale;flat;2;13;2;39.19;8436960;Приморский;Юнтолово;Комендантский проспект;Полис Приморский
;https://spb.cian.ru/sale/flat/292801712/;Санкт-Петербург;sale;flat;2;15;2;50.9;8410362;Невский;;Улица Дыбенко;WINGS апартаменты на Крыленко
;https://spb.cian.ru/sale/flat/292413422/;Санкт-Петербург;sale;flat;1;6;2;60.7;8498000;Курортный;Строителей;;Granholm Village
Лидер Групп;https://spb.cian.ru/sale/flat/286951485/;Санкт-Петербург;sale;flat;2;10;2;62.31;8536470;Пушкинский;проспект Старорусский;Купчино;Аэросити Family
GloraX;https://spb.cian.ru/sale/flat/291702353/;Санкт-Петербург;sale;flat;2;15;2;53.14;8509999;Выборгский;Пригородный тер.;Проспект Просвещения;GloraX Парголово
КВС;https://spb.cian.ru/sale/flat/292309780/;Санкт-Петербург;sale;flat;1;5;2;53.64;8539800;Пушкинский;;Звездная;ЮгТаун ЖК
;https://spb.cian.ru/sale/flat/291645987/;Санкт-Петербург;sale;flat;13;13;2;40.59;8542571;Приморский;Чёрная речка;Черная речка;Zoom Черная Речка
ID 3293674;https://spb.cian.ru/sale/flat/292120755/;Санкт-Петербург;sale;flat;6;23;2;58.0;8500000;Выборгский;Валерия Гаврилина;Парнас;Северная долина
;https://spb.cian.ru/sale/flat/292426024/;Санкт-Петербург;sale;flat;2;10;2;37.6;8636653;Приморский;Парашютная;Комендантский проспект;Veren Next Шуваловский
ЦДС;https://spb.cian.ru/sale/flat/292525449/;Санкт-Петербург;sale;flat;7;17;2;43.88;8594571;Приморский;Коломяги;Комендантский проспект;ЦДС Дримлайн ЖК
ГлавстройСПб;https://spb.cian.ru/sale/flat/288246899/;Санкт-Петербург;sale;flat;20;25;2;56.42;8618720;Выборгский;Заречная;Парнас;Северная долина
ФСК;https://spb.cian.ru/sale/flat/291632580/;Санкт-Петербург;sale;flat;4;14;2;60.32;8628052;Невский;Невский;Улица Дыбенко;Зум на Неве ЖК
Лидер Групп;https://spb.cian.ru/sale/flat/292336798/;Санкт-Петербург;sale;flat;9;12;2;53.74;8598400;Пушкинский;проспект Старорусский;Купчино;Аэросити 2
Владис Северо-Запад;https://spb.cian.ru/sale/flat/292812401/;Санкт-Петербург;sale;flat;5;9;2;38.9;8600000;Кировский;Двинская;Балтийская;
;https://spb.cian.ru/sale/flat/292413239/;Санкт-Петербург;sale;flat;1;6;2;59.5;8627500;Курортный;Строителей;;Granholm Village
Лидер Групп;https://spb.cian.ru/sale/flat/286949541/;Санкт-Петербург;sale;flat;5;12;2;57.77;8665500;Пушкинский;проспект Старорусский;Купчино;Аэросити 2
КВС;https://spb.cian.ru/sale/flat/292309491/;Санкт-Петербург;sale;flat;4;5;2;52.42;8732744;Пушкинский;;Звездная;ЮгТаун ЖК
Владис Северо-Запад;https://spb.cian.ru/sale/flat/292492775/;Санкт-Петербург;sale;flat;4;5;2;44.4;8650000;Невский;Дыбенко;Улица Дыбенко;
Лидер Групп;https://spb.cian.ru/sale/flat/286949646/;Санкт-Петербург;sale;flat;5;12;2;56.25;8718750;Пушкинский;проспект Старорусский;Купчино;Аэросити 2
;https://spb.cian.ru/sale/flat/291645785/;Санкт-Петербург;sale;flat;4;13;2;43.22;8691974;Приморский;Чёрная речка;Черная речка;Zoom Черная Речка
Группа Эталон;https://spb.cian.ru/sale/flat/285018782/;Санкт-Петербург;sale;flat;2;12;2;58.9;8744892;Пушкинский;;Звездная;Монография ЖК
;https://spb.cian.ru/sale/flat/292413381/;Санкт-Петербург;sale;flat;2;6;2;62.02;8682800;Курортный;Строителей;;Granholm Village
ЦДС;https://spb.cian.ru/sale/flat/292526553/;Санкт-Петербург;sale;flat;2;16;2;49.9;8771197;Выборгский;дорога Михайловская;Парнас;Parkolovo
Колвэй;https://spb.cian.ru/sale/flat/292940506/;Санкт-Петербург;sale;flat;3;3;2;52.0;8790000;Пушкинский;Оранжерейная;Купчино;
КВС;https://spb.cian.ru/sale/flat/292309740/;Санкт-Петербург;sale;flat;1;5;2;55.0;8795425;Пушкинский;;Звездная;ЮгТаун ЖК
;https://spb.cian.ru/sale/flat/292413403/;Санкт-Петербург;sale;flat;1;6;2;62.5;8750000;Курортный;Строителей;;Granholm Village
КВС;https://spb.cian.ru/sale/flat/284294340/;Санкт-Петербург;sale;flat;1;5;2;51.55;8873440;Пушкинский;Пулковское тер.;Звездная;ЮгТаун. Олимпийские кварталы
ФСК;https://spb.cian.ru/sale/flat/285920527/;Санкт-Петербург;sale;flat;2;10;2;62.13;8803510;Пушкинский;;Шушары;Ап-квартал Новый Московский ЖК
;https://spb.cian.ru/sale/flat/292801564/;Санкт-Петербург;sale;flat;2;15;2;53.89;8897023;Невский;;Улица Дыбенко;WINGS апартаменты на Крыленко
Группа Эталон;https://spb.cian.ru/sale/flat/285018438/;Санкт-Петербург;sale;flat;2;12;2;59.7;8854285;Пушкинский;;Звездная;Монография ЖК
ЦДС;https://spb.cian.ru/sale/flat/292528142/;Санкт-Петербург;sale;flat;1;16;2;51.6;8975356;Выборгский;дорога Михайловская;Проспект Просвещения;Parkolovo
ЦДС;https://spb.cian.ru/sale/flat/292941686/;Санкт-Петербург;sale;flat;2;16;2;60.7;8911212;Выборгский;Пригородный тер.;Проспект Просвещения;Parkolovo
;https://spb.cian.ru/sale/flat/292788701/;Санкт-Петербург;sale;flat;1;4;2;50.03;8900161;Пушкинский;;Шушары;Универ Сити ЖК
;https://spb.cian.ru/sale/flat/280678060/;Санкт-Петербург;sale;flat;2;4;2;47.85;8950390;Пушкинский;Детскосельский тер.;Шушары;Univer City. Город возможностей
ГлавстройСПб;https://spb.cian.ru/sale/flat/267731409/;Санкт-Петербург;sale;flat;1;17;2;52.2;8957520;Приморский;Ивинская;Зенит;Юнтолово
ЭЛИТцентр;https://spb.cian.ru/sale/flat/292807391/;Санкт-Петербург;sale;flat;5;9;2;50.2;8900000;Приморский;Комендантский аэродром;Пионерская;
КВС;https://spb.cian.ru/sale/flat/292309467/;Санкт-Петербург;sale;flat;1;5;2;56.57;8933640;Пушкинский;;Звездная;ЮгТаун ЖК
Лидер Групп;https://spb.cian.ru/sale/flat/286947044/;Санкт-Петербург;sale;flat;2;12;2;57.67;8938850;Пушкинский;;Купчино;Аэросити 3 ЖК
ТРЕНД;https://spb.cian.ru/sale/flat/290883761/;Санкт-Петербург;sale;flat;2;5;2;41.7;8900000;Центральный;Днепропетровская;Обводный канал;
Самолет Плюс Санкт-Петербург Приморский;https://spb.cian.ru/sale/flat/287443304/;Санкт-Петербург;sale;flat;21;23;2;54.1;8900000;Невский;Рыбацкое;Рыбацкое;Живи! в Рыбацком
;https://spb.cian.ru/sale/flat/292413406/;Санкт-Петербург;sale;flat;2;6;2;63.8;8932000;Курортный;Строителей;;Granholm Village
ЦДС;https://spb.cian.ru/sale/flat/292527685/;Санкт-Петербург;sale;flat;1;16;2;50.7;9028342;Выборгский;дорога Михайловская;Проспект Просвещения;Parkolovo
ЦДС;https://spb.cian.ru/sale/flat/292941825/;Санкт-Петербург;sale;flat;1;16;2;58.28;9021453;Выборгский;Пригородный тер.;Проспект Просвещения;Parkolovo
;https://spb.cian.ru/sale/flat/292788697/;Санкт-Петербург;sale;flat;2;4;2;49.2;9000082;Пушкинский;;Шушары;Универ Сити ЖК
;https://spb.cian.ru/sale/flat/292788656/;Санкт-Петербург;sale;flat;1;4;2;50.03;9000181;Пушкинский;Детскосельский тер.;Шушары;Univer City. Город возможностей
;https://spb.cian.ru/sale/flat/285297794/;Санкт-Петербург;sale;flat;11;11;2;56.5;9040000;Пушкинский;проспект Старорусский;Звездная;Аэросити
ГлавстройСПб;https://spb.cian.ru/sale/flat/292051289/;Санкт-Петербург;sale;flat;19;25;2;58.4;9046160;Выборгский;Шишкина;Парнас;Северная долина
КВС;https://spb.cian.ru/sale/flat/284294305/;Санкт-Петербург;sale;flat;2;5;2;50.95;9069900;Пушкинский;Пулковское тер.;Звездная;ЮгТаун. Олимпийские кварталы
Лидер Групп;https://spb.cian.ru/sale/flat/286949583/;Санкт-Петербург;sale;flat;10;12;2;54.75;9033750;Пушкинский;проспект Старорусский;Купчино;Аэросити 2
КВС;https://spb.cian.ru/sale/flat/292309997/;Санкт-Петербург;sale;flat;2;5;2;56.08;9185100;Пушкинский;;Звездная;ЮгТаун ЖК
